sentences,label
i 'm sorry we 're out of the blue ones . ,-0.04
right . my department started a teleworking program in april . i 'm interested in it . i 'll see how things go for a few months . then i 'll decide whether or not to continue . ,0.1119047619
my assistant sam told me you 're doing some work from home . ,0.1119047619
"what seems to be the matter ?  | i see and how long have you had this problem ?  | 2 weeks ? do you have headaches ?  | fever ?  | are you having any family problems ?  | and how about work ?  | maybe you should take a vacation and just rest for a few days .  | yes , i understand , but you really need to slow down . you 're going to kill yourself if you go on like this . ",0.0
"i just ca n't sleep well , doctor .  | oh , for about 2 weeks now .  | sometimes .  | no .  | no , not really , we all get along pretty well .  | well i 've been working a lot lately . more than 11 hours a day .  | well , i ca n't right now , we 're in the middle of some important business . ",-0.05
"kathy , do i look heavy ?  | yeah , but i 'm heavy .  | hardly ever , i do n't like to exercise .  | oh , yeah , 3 or 4 times a week . ",-0.2
"no , you look fine . you look very healthy .  | i do n't think so . how often do you exercise ?  | but you play tennis , do n't you ?  | well , that 's a good exercise . do you walk very much ? ",0.2888888889
have you traveled much in britain ?  | what do you think of the london traffic ?  | but do n't you think the buses are rather slow ?  | what about london taxis ? ,0.2
"no , not much . but i travel quite a lot in london every day .  | i think the london underground is ok because it 's fast and comfortable , but i also like your london buses , especially for short journeys .  | yes , i do , particularly in rush hour .  | taxis often get caught in traffic jams , and besides , fared too expensive . ",-0.1
"i 'm really sorry madam , i missed your lecture because i was ill yesterday .  | you 're right , i apologize . i did n't feel well and i guess i just was n't thinking of calling you at the time .  | yes , i do . but i 'm really worried about my project . can you see me now if i wait ?  | great . your office hours are best at 2:00 o'clock tuesday . ok ? ",-0.5
"i 'm not upset that you could n't keep the appointment , but you did n't call me when someone does n't turn up and does n't call it makes someone else wait .  | ok apology accepted . now , i suppose you need to set up another appointment .  | no , but i can see you at 3:00 o'clock this afternoon or during my office hours on tuesday , thursday or friday . ",0.2857142857
"hello , tina .  | he was born in indiana in nineteen thirty one , but his parents moved to california when he was 5. he was n't there long , though , because his mother passed away just 4 years later . jimmy 's father sent him back to indiana after that , to live with his aunt .  | well , first , he acted in plays at high school . then he went to college in california , where he got seriously interacting . in nineteen fifty one , he moved to new york to do more stage acting .  | nineteen fifty five . his first starring role was in east of eden . it was fabulous . dean became a huge success . but the movie that really made him famous was his second one . rebel without a cause . that was about teenagers who felt like they did n't fit into society .  | just one more . then he died in that car crash in californian in nineteen fifty five . ",0.0
"good evening and welcome to tonight 's addition of legendary lives our subject this evening is james dean actor in hero for the young people of his time . edward murray is the author of a new biography of dean . good evening , edward .  | edward , tell us about what you know about dean 's early life .  | so how did he get into acting ?  | then when did his movie career really start ?  | so how many more movies did he made ? ",0.4670995671
excuse me madam ?  | i 'm a newcomer here . can you tell me the way to the renaissance hotel ? ,-0.05
"what can i do for you ?  | sure . you first go along this main street until you come to a crossroad where you will see a shopping mall , then turn right at that crossroad and continue until you see a citibank , keep going past the bank until you see a coffee shop . the renaissance hotel is just around there . ",0.0
"hey , i heard you were leaving san francisco .  | new york . why ? i thought you loved the west coast .  | do you know why ?  | that 's true . now the only places to go in san francisco are fancy restaurants .  | ok , but wo n't your family miss you ? ",0.0
"that 's right . by next week , i 'll be living in the big apple .  | i do . it 's beautiful and the weather is perfect , but i 'm trying to make it as a singer and it 's impossible here . all of the music clubs here have closed down in the last few years .  | yeah , as housing prices have gone up , clubs have been torn down to build new apartments .  | yeah , so there is n't anywhere to perform .  | i only have a brother here . most of my family is actually in philadelphia . i 'll be much closer to them once i move . ",0.2244155844
